Description,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12
FELTCRAFT PRINCESS LOLA DOLL,450.0,221.25,153.75,273.75,183.75,225.0,131.25,243.75,506.25,570.0,920.67,1027.38,236.25
FELTCRAFT PRINCESS OLIVIA DOLL,277.5,131.25,127.5,210.0,97.5,82.5,93.75,127.5,243.75,438.75,644.31,551.21,131.25
FENG SHUI PILLAR CANDLE,11.780000000000001,5.7,0.0,6.2700000000000005,0.5700000000000001,3.04,7.410000000000001,4.5600000000000005,0.38,14.820000000000002,9.500000000000002,19.0,0.0
FILIGREE DIAMANTE EARRINGS,0.0,0.0,8.5,0.0,0.0,12.75,0.0,0.0,0.0,4.25,0.0,8.5,0.0
FILIGREE HEART BIRD WHITE ,0.0,0.0,0.0,0.0,0.0,60.0,212.46,120.0,231.25,183.35,311.01,237.38,41.09
FILIGREE HEART BUTTERFLY WHITE ,0.0,0.0,0.0,0.0,0.0,30.0,324.96,246.25,298.75,256.21,254.92,221.21,45.0
FILIGREE HEART DAISY WHITE,0.0,0.0,0.0,0.0,0.0,30.0,372.46,247.5,290.0,66.25,121.21000000000001,138.75,42.5
FILIGRIS HEART WITH BUTTERFLY,102.5,263.75,235.0,323.75,175.44,291.25,341.25,256.69,240.0,217.5,129.96,226.13,55.0
FINE SILVER NECKLACE W PASTEL FLOWE,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.75,0.0,0.0
FINE WICKER HEART ,220.0,195.0,202.5,295.0,490.44,380.0,161.25,92.5,41.25,0.0,0.0,0.0,0.0
FIRE POLISHED GLASS BRACELET BLACK,0.0,0.0,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FIRE POLISHED GLASS BRACELET GREEN,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0
FIRE POLISHED GLASS BRACELET MONTAN,0.0,0.0,0.0,0.0,0.0,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FIRE POLISHED GLASS BRACELET RED,0.0,0.0,0.0,0.0,0.0,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FIRE POLISHED GLASS NECKL BRONZE,17.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FIRE POLISHED GLASS NECKL GOLD,5.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FIRST AID TIN,292.5,84.5,126.75,172.25,152.75,198.25,191.75,165.75,84.5,139.75,45.5,149.5,39.0
FIRST CLASS HOLIDAY PURSE ,0.0,20.650000000000002,2.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.37,0.0,0.0
FIRST CLASS LUGGAGE TAG ,7.5,12.5,16.25,15.0,12.72,3.75,15.22,1.25,16.25,2.5,1.25,21.25,1.25
FIRST CLASS PASSPORT COVER ,16.8,8.4,2.1,0.0,14.34,18.900000000000002,22.740000000000002,0.0,14.7,4.2,8.33,27.23,0.0
FIVE CATS HANGING DECORATION,0.0,48.3,83.7,85.55000000000001,70.80000000000001,23.6,23.6,38.35000000000001,20.650000000000002,20.650000000000002,58.89000000000001,29.28,0.0
FIVE HEART HANGING DECORATION,120.95000000000002,163.35000000000002,123.90000000000002,153.40000000000003,97.9,56.05000000000001,123.90000000000002,61.95000000000001,61.95000000000001,50.150000000000006,112.10000000000001,29.5,5.9
FLAG OF ST GEORGE ,0.0,1.65,6.6,4.949999999999999,19.8,1.65,0.0,0.0,0.0,3.3,0.0,0.0,0.0
FLAG OF ST GEORGE CAR FLAG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,0.0,0.0,0.0
FLAG OF ST GEORGE CHAIR,0.0,0.0,0.0,11.9,51.0,0.0,62.9,0.0,0.0,41.650000000000006,11.9,0.0,0.0
FLAMES SUNGLASSES PINK LENSES,0.0,15.6,0.0,23.4,0.0,0.0,39.599999999999994,3.9,0.0,0.0,0.0,1.95,0.0
FLORAL BATHROOM SET,0.0,3.75,7.5,11.25,15.0,3.75,3.75,26.25,3.75,0.0,0.0,0.0,0.0
FLORAL BLUE MONSTER,4.25,0.0,0.0,4.25,0.0,0.0,0.0,0.0,0.0,8.5,0.0,4.25,0.0
FLORAL FOLK STATIONERY SET,20.650000000000002,20.650000000000002,38.35,50.150000000000006,17.700000000000003,26.550000000000004,167.5,232.5,126.25,215.81,231.14,524.53,120.57
FLORAL PINK MONSTER,0.0,0.0,33.75,15.0,3.75,0.0,3.75,33.75,0.0,0.0,45.0,0.0,0.0
FLORAL SOFT CAR TOY,37.5,0.0,3.75,0.0,0.0,0.0,3.75,26.25,0.0,0.0,41.25,7.5,0.0
FLOWER BLUE CLOCK WITH SUCKER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.98,1.16,0.0,0.0,0.0,0.0
FLOWER BURST SILVER RING CRYSTAL,22.5,0.0,7.5,3.75,0.0,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FLOWER FAIRY 5 DRAWER LINERS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.2,25.499999999999996,63.75,38.25,12.75
FLOWER FAIRY 5 SUMMER DRAW LINERS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.299999999999999,0.0,0.0,0.0
FLOWER FAIRY INCENSE BOUQUET,3.38,0.0,0.0,8.45,6.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"FLOWER FAIRY,5 SUMMER B'DRAW LINERS",86.69999999999999,15.299999999999999,48.449999999999996,17.849999999999998,38.25,22.95,38.25,0.0,0.0,0.0,0.0,0.0,0.0
FLOWER PURPLE CLOCK W/SUCKER,0.85,0.85,0.0,2.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FLOWER PURPLE CLOCK WITH SUCKER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.35,0.0,0.0,0.0,0.0,0.0
FLOWER SHOP DESIGN MUG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.65,0.0
FLOWER VINE RAFFIA FOOD COVER,75.0,41.25,112.5,131.25,101.25,202.5,168.75,116.25,56.25,101.25,48.67,89.96000000000001,26.25
FLOWERS  STICKERS,25.5,5.1,2.55,16.15,5.1,40.8,30.599999999999998,0.0,10.2,20.189999999999998,14.669999999999998,20.189999999999998,0.0
FLOWERS CHANDELIER T-LIGHT HOLDER,0.0,0.0,0.0,0.0,81.25,262.5,87.5,25.0,18.75,43.75,50.0,0.0,0.0
FLOWERS HANDBAG blue and orange,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FLOWERS TILE COASTER,0.0,20.16,10.0,0.0,5.0,2.5,0.0,29.58,52.199999999999996,35.959999999999994,6.959999999999999,29.279999999999998,8.12
FLOWERS TILE HOOK,12.600000000000001,27.300000000000004,0.0,0.0,16.8,0.0,4.2,10.92,0.0,0.0,0.0,0.0,0.0
FLUTED ANTIQUE CANDLE HOLDER,153.85,42.5,30.599999999999998,107.1,28.9,61.199999999999996,35.7,34.14,71.39999999999999,168.44,120.69999999999999,307.91999999999996,50.86
FLYING PIG WATERING CAN,83.10000000000001,60.0,11.8,35.400000000000006,29.500000000000004,53.10000000000001,47.2,29.500000000000004,20.650000000000002,11.8,29.500000000000004,11.8,2.95
FOLDING BUTTERFLY MIRROR HOT PINK ,0.0,0.0,0.0,0.0,0.0,122.83999999999999,77.19,72.21,58.099999999999994,83.82999999999998,85.33999999999999,166.82999999999998,43.099999999999994
FOLDING BUTTERFLY MIRROR IVORY ,0.0,0.0,0.0,0.0,0.0,84.66,93.78999999999999,73.03999999999999,36.519999999999996,55.55,68.74,82.16999999999999,8.27
FOLDING BUTTERFLY MIRROR RED  ,0.0,0.0,0.0,0.0,0.0,66.39999999999999,106.24,46.48,27.389999999999997,46.48,53.949999999999996,63.07999999999999,41.49999999999999
FOLDING CAMPING SCISSOR W/KNIF & S,1.44,0.0,1.44,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FOLDING MIRROR HOT PINK ,0.0,0.0,0.0,0.0,0.0,39.839999999999996,0.0,0.0,0.0,9.959999999999999,0.0,0.0,0.0
FOLDING MIRROR IVORY ,0.0,0.0,0.0,0.0,0.0,14.939999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FOLDING MIRROR RED  ,0.0,0.0,0.0,0.0,0.0,14.939999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FOLDING SHOE TIDY,0.0,0.0,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.95,0.0,0.0
FOLDING UMBRELLA BLACKBLUE POLKADOT,19.8,19.8,19.8,69.3,19.8,0.0,49.5,99.0,69.30000000000001,34.650000000000006,24.75,116.0,39.6
FOLDING UMBRELLA CHOCOLATE POLKADOT,19.8,19.8,4.95,24.75,0.0,24.75,64.35,39.6,64.35,59.400000000000006,38.95,59.4,0.0
FOLDING UMBRELLA CREAM POLKADOT,14.850000000000001,19.8,34.650000000000006,29.700000000000003,0.0,0.0,49.5,34.65,143.55,89.10000000000001,26.9,56.6,0.0
FOLDING UMBRELLA PINKWHITE POLKADOT,14.850000000000001,44.550000000000004,0.0,54.45,4.95,4.95,19.8,4.95,108.9,39.6,58.75,46.7,0.0
FOLDING UMBRELLA RED/WHITE POLKADOT,24.75,59.400000000000006,44.550000000000004,69.30000000000001,4.95,74.25,148.5,89.1,188.1,163.35,115.35,78.55,39.6
FOLDING UMBRELLA WHITE/RED POLKADOT,14.850000000000001,4.95,4.95,24.75,0.0,4.95,34.650000000000006,9.9,69.30000000000001,29.700000000000003,17.0,26.9,0.0
"FOLK ART GREETING CARD,pack/12",2.95,8.850000000000001,35.400000000000006,5.9,0.0,0.0,2.95,0.0,0.0,5.9,2.95,0.0,0.0
FOLK ART METAL HEART T-LIGHT HOLDER,9.120000000000001,0.0,0.0,0.0,0.0,0.0,9.120000000000001,4.9399999999999995,4.5600000000000005,7.98,14.440000000000001,2.6,0.0
FOLK ART METAL STAR T-LIGHT HOLDER,10.64,0.0,0.0,0.0,0.0,4.5600000000000005,9.120000000000001,1.52,18.240000000000002,11.020000000000001,24.32,28.880000000000003,14.879999999999999
FOLK FELT HANGING MULTICOL GARLAND,0.0,22.5,22.5,15.0,22.5,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0
FOLKART CHRISTMAS TREE T-LIGHT HOLD,0.0,0.0,0.0,0.0,0.0,0.0,4.5600000000000005,0.0,5.7,0.0,0.0,0.0,0.0
FOLKART CLIP ON STARS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.12,22.23,27.3,10.44
FOLKART HEART NAPKIN RINGS,23.6,20.650000000000002,5.9,2.95,39.5,21.330000000000002,46.61,12.64,3.95,4.74,0.0,0.0,0.0
FOLKART STAR CHRISTMAS DECORATIONS,61.25,0.0,0.0,0.0,0.0,0.0,5.0,15.0,41.25,30.0,28.47,85.41,50.699999999999996
FOLKART ZINC HEART CHRISTMAS DEC,99.44999999999999,94.35,90.94999999999999,92.64999999999999,25.5,78.19999999999999,51.849999999999994,59.5,69.69999999999999,132.6,143.64999999999998,170.0,16.15
FOLKART ZINC STAR CHRISTMAS DEC,10.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FOOD CONTAINER SET 3 LOVE HEART ,138.45,308.09999999999997,68.25,85.8,37.05,107.25,40.95,74.1,118.95,115.97,211.51999999999998,98.19,53.339999999999996
"FOOD COVER WITH BEADS , SET 2 SIZES",0.0,0.0,0.0,0.0,0.0,11.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FOOD COVER WITH BEADS SET 2 ,0.0,0.0,0.0,0.0,0.0,787.5,480.0,495.0,213.75,209.96,108.75,63.71,0.0
FOOD/DRINK SPONGE STICKERS,15.120000000000001,10.08,10.08,10.08,5.88,10.08,5.04,15.120000000000001,0.0,5.04,0.0,35.28,5.25
FORKED CACTUS CANDLE,26.550000000000004,8.850000000000001,2.95,0.0,23.6,47.2,0.0,2.95,2.95,97.24000000000001,0.0,59.440000000000005,1.25
FOUR HOOK  WHITE LOVEBIRDS,197.4,263.58000000000004,129.48000000000002,285.6,334.56000000000006,113.4,199.50000000000003,94.5,281.40000000000003,151.20000000000002,231.00000000000003,230.86,86.03
FOUR RABBIT EASTER DECORATIONS,0.0,22.5,18.75,16.25,26.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRAPPUCINO SCARF KNITTING KIT,17.700000000000003,11.8,0.0,30.0,5.9,0.0,15.0,48.75,30.0,52.42,44.88,93.63,3.75
FREESTYLE CANVAS ART PICTURE,4.25,0.0,0.0,0.0,3.3,4.949999999999999,1.65,3.0,0.75,21.75,0.0,0.0,0.0
FRENCH BATHROOM SIGN BLUE METAL,66.0,54.44999999999999,193.04999999999998,143.54999999999998,263.99999999999994,196.34999999999997,143.54999999999998,128.7,227.69999999999996,49.5,153.45,118.76999999999998,70.94999999999999
FRENCH BLUE METAL DOOR SIGN 0,27.5,45.0,77.5,52.5,52.5,35.0,61.25,40.0,95.0,33.75,30.0,66.25,11.899999999999999
FRENCH BLUE METAL DOOR SIGN 1,38.75,57.5,110.0,70.0,76.25,77.5,112.5,16.25,187.5,92.46,81.25,94.88,48.8
FRENCH BLUE METAL DOOR SIGN 2,31.25,48.75,117.5,105.0,72.5,43.75,86.25,46.25,167.5,91.21,61.25,58.75,37.55
FRENCH BLUE METAL DOOR SIGN 3,30.0,46.25,87.5,96.25,50.0,63.75,85.0,27.5,150.0,64.96,66.25,66.25,43.72
FRENCH BLUE METAL DOOR SIGN 4,27.5,47.5,97.5,76.25,56.25,32.5,80.0,15.0,138.75,34.96,76.25,68.71,20.65
FRENCH BLUE METAL DOOR SIGN 5,53.75,40.0,110.0,91.25,57.5,46.25,85.0,26.25,116.25,39.96,65.0,122.46000000000001,26.299999999999997
FRENCH BLUE METAL DOOR SIGN 6,33.75,30.0,103.75,62.5,55.0,52.5,67.5,27.5,115.0,37.46,71.25,115.0,14.36
FRENCH BLUE METAL DOOR SIGN 7,25.0,36.25,78.75,91.25,56.25,41.25,72.5,30.0,102.5,31.21,86.25,82.5,39.4
FRENCH BLUE METAL DOOR SIGN 8,28.75,30.0,95.0,87.5,51.25,52.5,53.75,26.25,97.5,33.71,95.0,57.46,11.899999999999999
FRENCH BLUE METAL DOOR SIGN 9,3.75,36.25,75.0,66.25,50.0,52.5,42.5,15.0,101.25,28.75,42.5,51.25,11.899999999999999
FRENCH BLUE METAL DOOR SIGN No,30.0,6.25,116.25,12.5,46.25,62.5,62.5,17.5,106.25,27.5,16.25,58.71,32.5
FRENCH CARRIAGE LANTERN,0.0,0.0,0.0,0.0,0.0,126.35000000000001,236.70000000000002,86.45,46.550000000000004,168.75,69.55,78.0,46.550000000000004
FRENCH CHATEAU LARGE FRUIT BOWL ,0.0,0.0,0.0,7.8,11.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRENCH CHATEAU LARGE PLATTER ,0.0,0.0,0.0,48.75,79.94999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRENCH CHATEAU OVAL PLATTER,0.0,0.0,0.0,3.9,25.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRENCH CHATEAU SMALL FRUITBOWL,0.0,0.0,0.0,30.15,21.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRENCH ENAMEL CANDLEHOLDER,10.5,29.400000000000002,149.10000000000002,212.10000000000002,138.60000000000002,220.50000000000003,205.8,92.04,184.8,296.03000000000003,309.87,394.73,195.09
FRENCH ENAMEL POT W LID,50.9,257.75,26.550000000000004,145.55,50.150000000000006,67.85000000000001,106.20000000000002,103.25000000000001,91.45000000000002,17.590000000000003,126.74000000000002,138.43,0.0
FRENCH ENAMEL UTENSIL HOLDER,33.75,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRENCH ENAMEL WATER BASIN,33.75,133.75,33.75,33.75,71.25,82.5,41.25,71.25,71.25,41.25,48.75,101.21000000000001,7.5
FRENCH FLORAL CUSHION COVER ,0.0,0.0,35.400000000000006,0.0,5.1,104.44,188.45999999999998,40.559999999999995,10.2,30.599999999999998,38.629999999999995,56.059999999999995,32.3
FRENCH GARDEN SIGN BLUE METAL,46.25,38.97,46.25,66.25,161.69,111.25,95.0,95.0,98.75,91.25,38.67,38.75,28.75
FRENCH KITCHEN SIGN BLUE METAL,45.0,65.22,128.75,76.25,151.25,48.75,117.5,98.75,150.0,32.5,74.8,53.629999999999995,72.46000000000001
FRENCH LATTICE CUSHION COVER ,0.0,0.0,0.0,0.0,0.0,60.839999999999996,76.02,20.4,51.0,46.75,48.949999999999996,33.76,0.0
FRENCH LAUNDRY SIGN BLUE METAL,65.99999999999999,23.099999999999998,74.24999999999999,66.0,103.94999999999999,128.7,51.14999999999999,174.89999999999998,160.04999999999998,62.68999999999999,70.94999999999999,51.12,13.2
FRENCH LAVENDER SCENT HEART,6.300000000000001,12.600000000000001,39.900000000000006,100.80000000000001,25.200000000000003,6.300000000000001,162.75,117.0,114.75,24.75,6.75,0.75,0.0
FRENCH PAISLEY CUSHION COVER,0.0,0.0,0.0,0.0,0.0,29.879999999999995,26.56,0.0,9.959999999999999,14.939999999999998,24.9,34.86,0.0
FRENCH PAISLEY CUSHION COVER ,17.700000000000003,0.0,0.0,17.700000000000003,0.0,61.199999999999996,61.199999999999996,30.599999999999998,10.2,92.64999999999999,43.239999999999995,58.64999999999999,18.7
FRENCH STYLE STORAGE JAR BONBONS,0.0,0.0,0.0,22.5,0.0,0.0,6.720000000000001,13.919999999999998,3.4799999999999995,15.659999999999998,22.619999999999997,2.8999999999999995,0.0
FRENCH STYLE STORAGE JAR CAFE ,0.0,0.0,0.0,22.5,0.0,0.0,3.3600000000000003,27.47,6.959999999999999,19.139999999999997,12.759999999999998,31.029999999999998,1.7399999999999998
FRENCH STYLE STORAGE JAR JAM,0.0,0.0,0.0,30.0,0.0,0.0,3.3600000000000003,8.7,6.959999999999999,15.659999999999998,7.829999999999999,11.889999999999999,2.61
FRENCH TOILET SIGN BLUE METAL,95.0,106.25,107.72,73.75,166.25,140.0,88.75,71.25,178.75,26.25,82.5,73.71000000000001,16.25
FRENCH WC SIGN BLUE METAL,116.25,182.72,133.97,188.75,173.75,141.25,117.5,175.0,268.75,190.0,147.5,177.3,75.0
FRESHWATER PEARL BRACELET GOLD,2.55,0.0,0.0,0.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRIDGE MAGNETS LA VIE EN ROSE,71.39999999999999,20.4,35.699999999999996,61.199999999999996,20.4,71.39999999999999,30.599999999999998,61.199999999999996,51.0,112.19999999999999,71.39999999999999,71.39999999999999,30.599999999999998
FRIDGE MAGNETS LES ENFANTS ASSORTED,117.29999999999998,40.8,30.599999999999998,71.39999999999999,25.5,40.8,20.4,81.6,61.199999999999996,51.0,56.099999999999994,73.95,40.8
FRIDGE MAGNETS US DINER ASSORTED,76.5,91.8,30.599999999999998,81.6,45.9,36.55,40.8,91.8,52.699999999999996,112.19999999999999,106.25,70.3,20.4
FROG CANDLE,10.0,1.25,25.0,10.0,15.0,7.5,1.25,6.25,0.0,0.0,0.0,0.0,0.0
FROG KING WATERING CAN,0.0,26.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FROG SOCK PUPPET,11.8,17.700000000000003,8.850000000000001,0.0,0.0,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FROSTED WHITE BASE ,0.85,0.0,13.219999999999999,18.7,7.83,0.0,10.2,11.299999999999999,12.18,0.0,10.2,5.28,0.85
FRUIT SALAD BAG CHARM,0.0,0.0,0.0,0.0,0.0,0.0,3.38,0.0,0.0,0.0,0.0,3.38,20.28
FRYING PAN BLUE POLKADOT,8.5,8.5,17.0,42.5,12.75,21.25,12.75,17.0,51.0,102.75,8.5,29.75,33.75
FRYING PAN PINK POLKADOT,85.0,38.25,93.5,85.0,136.75,38.25,29.75,51.0,59.5,158.0,97.75,94.75,53.75
FRYING PAN RED POLKADOT ,0.0,4.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRYING PAN RED RETROSPOT,196.25,119.0,110.0,97.75,149.5,55.25,12.75,29.75,63.75,158.0,89.25,131.75,110.0
FRYING PAN UNION FLAG,123.25,145.25,345.75,302.5,102.0,149.5,138.0,197.0,220.0,111.25,162.25,238.75,85.0
FULL ENGLISH BREAKFAST PLATE,645.9300000000001,87.99000000000001,67.5,82.5,95.49000000000001,232.23000000000002,202.23000000000002,15.0,72.99000000000001,173.96,399.2,745.0,489.37
FUNKY DIVA PEN,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.669999999999998,11.899999999999999,0.0,0.0
FUNKY MONKEY CUSHION COVER,0.0,0.0,0.0,13.6,0.0,20.4,0.0,20.4,12.75,38.25,0.85,23.799999999999997,3.4
FUNKY MONKEY GIFT BAG MEDIUM,10.08,12.6,10.08,0.0,20.16,10.08,16.38,16.8,0.0,8.4,0.0,11.76,10.08
FUNKY MONKEY MUG,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FUNKY WASHING UP GLOVES ASSORTED,172.20000000000002,113.4,98.70000000000002,176.4,178.50000000000003,136.5,151.20000000000002,117.60000000000001,172.20000000000002,92.4,157.50000000000003,105.0,2.1
FUSCHIA FLOWER PURSE WITH BEADS,8.94,0.0,0.0,0.0,23.349999999999998,11.62,12.45,9.129999999999999,9.959999999999999,0.0,0.0,0.0,0.0
FUSCHIA TABLE RUN FLOWER ,0.0,0.0,7.5,0.0,2.5,16.25,12.5,0.0,0.0,0.0,0.0,0.0,0.0
FUSCHIA VOILE POINTY SHOE DEC,3.9,0.0,0.0,11.7,3.5100000000000002,3.12,18.72,1.17,4.68,3.5100000000000002,0.0,0.0,0.0
GAOLERS KEYS DECORATIVE GARDEN ,126.36,93.75,213.75,288.75,183.75,360.0,343.86,150.0,276.36,470.22,340.11,342.72,86.25
GARAGE KEY FOB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.65,68.25,115.06,79.01,72.82000000000001,44.21
GARDEN METAL SIGN ,69.29999999999998,37.949999999999996,49.49999999999999,16.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GARDEN PATH JOURNAL,20.4,45.9,0.0,2.55,35.699999999999996,22.95,0.0,30.599999999999998,40.8,30.599999999999998,48.449999999999996,132.6,12.61
GARDEN PATH NOTEBOOK ,6.6,6.6,8.25,0.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GARDEN PATH POCKET BOOK,3.4,0.0,2.55,3.4,8.5,0.0,6.8,0.0,0.0,7.6499999999999995,11.049999999999999,15.299999999999999,0.0
GARDEN PATH SKETCHBOOK,15.0,3.75,7.5,15.0,84.7,33.75,30.0,30.0,56.25,18.75,59.96,52.42,7.5
GARDENERS KNEELING PAD CUP OF TEA ,0.0,0.0,0.0,0.0,0.0,485.09999999999997,845.6999999999999,595.65,692.9999999999999,602.2399999999999,923.8799999999999,1400.4099999999999,418.95
GARDENERS KNEELING PAD KEEP CALM ,0.0,0.0,0.0,0.0,0.0,593.9999999999999,1046.2499999999998,684.7499999999999,706.1999999999999,927.0799999999999,1461.4299999999998,2002.7799999999997,656.4799999999999
GARDENIA 1 WICK MORRIS BOXED CANDLE,38.25,34.0,38.25,17.0,81.33,29.75,42.5,12.75,25.5,42.5,123.75,0.0,0.0
GARDENIA 3 WICK MORRIS BOXED CANDLE,76.5,21.25,89.25,0.0,46.75,4.25,17.0,51.0,34.0,110.5,218.25,0.0,0.0
GARLAND WITH HEARTS AND BELLS,178.20000000000002,44.550000000000004,34.650000000000006,44.550000000000004,14.850000000000001,0.0,29.700000000000003,4.95,29.700000000000003,74.25,211.65,227.70000000000002,9.9
GARLAND WITH STARS AND BELLS,153.45000000000002,0.0,0.0,0.0,0.0,153.45,0.0,4.95,118.80000000000001,74.25,143.55,355.20000000000005,4.95
GARLAND WOODEN HAPPY EASTER,7.5,331.25,388.75,702.5,243.75,2.5,1.25,1.25,1.25,7.5,3.75,16.25,0.0
"GARLAND, MAGIC GARDEN 1.8M",23.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"GARLAND, VINTAGE BELLS",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.16,138.72,0.0
GEMSTONE CHANDELIER T-LIGHT HOLDER,0.0,0.0,0.0,0.0,0.0,99.0,19.8,29.700000000000003,0.0,0.0,0.0,0.0,0.0
GENTLEMAN SHIRT REPAIR KIT ,49.3,37.4,10.2,47.599999999999994,90.1,44.199999999999996,32.3,23.799999999999997,61.199999999999996,83.22999999999999,118.86,56.32,28.049999999999997
GIANT 50'S CHRISTMAS CRACKER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,297.67,338.13,1184.9,1583.72,1805.32,488.18
GIFT BAG BIRTHDAY,15.600000000000001,22.1,15.600000000000001,31.200000000000003,27.950000000000003,15.600000000000001,55.25000000000001,36.400000000000006,15.600000000000001,31.200000000000003,32.03,9.100000000000001,7.800000000000001
GIFT BAG LARGE 50'S CHRISTMAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0
GIFT BAG LARGE SPOT ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,60.0,45.0,0.0,0.0
GIFT BAG LARGE VINTAGE CHRISTMAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,30.0,60.0,0.0,0.0
GIFT BAG PSYCHEDELIC APPLES,23.400000000000002,31.200000000000003,31.200000000000003,39.0,31.200000000000003,62.400000000000006,39.0,46.800000000000004,16.900000000000002,63.230000000000004,31.200000000000003,56.730000000000004,7.800000000000001
GIN & TONIC DIET GREETING CARD ,40.32,86.1,65.52,80.64,110.88,120.96000000000001,90.72,75.6,100.8,90.72,40.32,80.64,15.120000000000001
GIN + TONIC DIET METAL SIGN,661.5000000000001,558.6,618.15,867.0,923.0999999999999,1379.55,910.3499999999999,937.8599999999999,828.7499999999999,1424.9099999999999,1144.9499999999998,1085.76,0.0
GIN AND TONIC DIET METAL SIGN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.4,453.9
GIN AND TONIC MUG,233.75,126.25,107.5,158.75,193.75,192.5,136.25,117.5,111.25,150.45,89.1,280.49999999999994,49.49999999999999
GINGERBREAD MAN COOKIE CUTTER,540.44,493.75,527.5,541.25,266.25,276.25,0.0,231.25,441.25,563.63,736.53,857.42,306.21
GINGHAM BABUSHKA DOORSTOP,65.0,83.75,18.75,0.0,0.0,15.0,7.5,18.75,0.0,15.0,45.0,60.0,22.12
GINGHAM HEART  DOORSTOP RED,195.5,242.75,140.25,55.25,106.25,76.5,76.5,148.75,110.5,157.25,185.5,281.5,374.4
GINGHAM HEART DECORATION,0.0,0.0,264.34999999999997,324.7,130.04999999999998,137.7,151.29999999999998,101.14999999999999,164.89999999999998,439.45,562.56,631.48,77.35
GINGHAM OVEN GLOVE RED HEART ,3.75,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GINGHAM RECIPE BOOK BOX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,738.75,708.45,420.75,99.0
