StockCode,Description,TotalQty,TotalRevenue,LastSold,FirstSold,NumOrders,DaysSinceLastSale
21945,STRAWBERRIES  DESIGN FLANNEL ,225,190.79,2011-12-06 12:56:00,2010-12-03 12:48:00,29,2
21946,PARTY TIME DESIGN FLANNEL,72,58.9,2011-12-05 14:49:00,2010-12-12 12:08:00,11,3
21947,SET OF 6 HEART CHOPSTICKS,438,569.28,2011-12-06 14:23:00,2010-12-03 17:20:00,80,2
21948,SET OF 6 CAKE CHOPSTICKS,237,316.82,2011-12-05 17:17:00,2010-12-02 14:09:00,50,3
21949,SET OF 6 STRAWBERRY CHOPSTICKS,337,426.09,2011-12-05 17:17:00,2010-12-02 14:09:00,56,3
21955,DOORMAT UNION JACK GUNS AND ROSES,202,1377.36,2011-12-07 08:41:00,2010-12-13 14:36:00,20,2
21967,PACK OF 12 SKULL TISSUES,2222,708.78,2011-12-08 14:38:00,2010-12-02 11:21:00,159,0
21972,SET OF 36 DINOSAUR PAPER DOILIES,256,371.2,2011-11-30 12:41:00,2010-12-23 12:58:00,38,9
21973,SET OF 36 MUSHROOM PAPER DOILIES,111,160.95,2011-11-28 11:18:00,2010-12-06 11:26:00,29,11
21974,SET OF 36 PAISLEY FLOWER DOILIES,1892,2762.5099999999998,2011-12-07 14:43:00,2010-12-02 13:14:00,228,1
21975,PACK OF 60 DINOSAUR CAKE CASES,6010,3321.28,2011-12-08 12:43:00,2010-12-01 09:37:00,495,1
21976,PACK OF 60 MUSHROOM CAKE CASES,2668,1467.0800000000002,2011-12-08 13:50:00,2010-12-01 11:57:00,254,0
21977,PACK OF 60 PINK PAISLEY CAKE CASES,8498,4686.400000000001,2011-12-08 15:31:00,2010-12-01 09:37:00,595,0
21980,PACK OF 12 RED RETROSPOT TISSUES ,3749,1201.2499999999998,2011-12-08 18:15:00,2010-12-01 10:52:00,224,0
21981,PACK OF 12 WOODLAND TISSUES ,2581,819.4699999999999,2011-12-07 13:53:00,2010-12-02 15:46:00,171,1
21982,PACK OF 12 SUKI TISSUES ,3391,1102.37,2011-12-08 18:15:00,2010-12-01 16:33:00,241,0
21983,PACK OF 12 BLUE PAISLEY TISSUES ,1563,498.53,2011-12-06 13:20:00,2010-12-05 12:42:00,116,2
21984,PACK OF 12 PINK PAISLEY TISSUES ,2046,667.4399999999999,2011-12-08 18:15:00,2010-12-02 15:46:00,149,0
21985,PACK OF 12 HEARTS DESIGN TISSUES ,4967,1591.5499999999997,2011-12-08 19:28:00,2010-12-01 12:23:00,331,0
21986,PACK OF 12 PINK POLKADOT TISSUES,1957,626.6299999999999,2011-12-08 19:28:00,2010-12-01 11:57:00,145,0
21987,PACK OF 6 SKULL PAPER CUPS,1210,786.5000000000001,2011-12-06 14:23:00,2010-12-02 12:47:00,141,2
21988,PACK OF 6 SKULL PAPER PLATES,1150,977.4999999999999,2011-12-06 14:23:00,2010-12-02 12:47:00,138,2
21989,PACK OF 20 SKULL PAPER NAPKINS,1489,1265.6499999999999,2011-12-07 13:53:00,2010-12-02 12:47:00,200,1
21990,MODERN FLORAL STATIONERY SET,1056,1539.6,2011-12-09 11:34:00,2010-12-02 15:46:00,174,0
21991,BOHEMIAN COLLAGE STATIONERY SET,471,675.53,2011-12-07 13:53:00,2010-12-03 15:10:00,102,1
21992,VINTAGE PAISLEY STATIONERY SET,1103,1580.29,2011-11-15 14:48:00,2010-12-01 12:23:00,198,23
21993,FLORAL FOLK STATIONERY SET,1252,1792.35,2011-12-08 13:50:00,2010-12-02 15:46:00,203,0
22021,BLUE FELT EASTER EGG BASKET,350,577.4999999999999,2011-03-21 11:24:00,2010-12-05 12:01:00,64,263
22023,EMPIRE BIRTHDAY CARD,1095,461.13,2011-12-06 11:39:00,2010-12-02 10:39:00,83,3
22024,RAINY LADIES BIRTHDAY CARD,1440,609.3100000000001,2011-12-06 16:34:00,2010-12-01 12:35:00,117,2
22025,RING OF ROSES BIRTHDAY CARD,1008,423.36,2011-12-06 11:39:00,2010-12-01 16:21:00,78,3
22026,BANQUET BIRTHDAY  CARD  ,1236,519.12,2011-12-05 09:03:00,2010-12-07 14:41:00,94,4
22027,TEA PARTY BIRTHDAY CARD,3193,1346.39,2011-12-08 15:09:00,2010-12-02 10:39:00,252,0
22028,PENNY FARTHING BIRTHDAY CARD,2171,921.25,2011-12-08 15:09:00,2010-12-02 10:39:00,173,0
22029,SPACEBOY BIRTHDAY CARD,4762,2004.14,2011-12-08 13:27:00,2010-12-02 09:44:00,366,0
22030,SWALLOWS GREETING CARD,2937,1242.15,2011-12-08 19:57:00,2010-12-01 16:52:00,226,0
22031,BOTANICAL LAVENDER BIRTHDAY CARD,363,158.61,2011-12-08 13:27:00,2010-12-02 16:12:00,32,0
22032,BOTANICAL LILY GREETING CARD,361,151.62,2011-11-25 10:20:00,2010-12-15 13:24:00,31,14
22033,BOTANICAL ROSE GREETING CARD,288,120.96000000000001,2011-07-21 13:48:00,2010-12-15 13:24:00,20,140
22034,ROBIN CHRISTMAS CARD,3,1.26,2010-12-05 13:03:00,2010-12-05 13:03:00,1,368
22035,VINTAGE CARAVAN GREETING CARD ,1070,450.22,2011-10-17 13:31:00,2010-12-03 12:24:00,82,52
22037,ROBOT BIRTHDAY CARD,3171,1332.64,2011-12-08 15:09:00,2010-12-02 09:44:00,249,0
22038,BOTANICAL LAVENDER GIFT WRAP ,475,199.5,2011-12-06 12:15:00,2011-02-02 14:37:00,19,3
22039,BOTANICAL LILY GIFT WRAP,150,63.0,2011-10-25 13:46:00,2011-04-10 15:15:00,6,44
22040,BOTANICAL ROSE GIFT WRAP,675,283.5,2011-11-17 10:01:00,2010-12-16 10:30:00,27,22
22041,"RECORD FRAME 7"" SINGLE SIZE ",980,2487.42,2011-12-08 12:07:00,2010-12-01 14:41:00,148,1
22042,CHRISTMAS CARD SINGING ANGEL,360,151.2,2011-12-06 11:33:00,2010-12-02 16:59:00,25,3
22043,CHRISTMAS CARD SCREEN PRINT ,684,154.8,2011-12-02 13:35:00,2010-12-02 16:59:00,34,6
22044,CHRISTMAS CARD STACK OF PRESENTS,540,144.0,2011-11-07 12:29:00,2010-12-02 09:44:00,30,32
22045,SPACEBOY GIFT WRAP,4677,1964.34,2011-12-08 12:29:00,2010-12-02 13:32:00,188,1
22046,TEA PARTY  WRAPPING PAPER ,1700,714.0,2011-12-08 10:24:00,2010-12-23 12:58:00,68,1
22047,EMPIRE GIFT WRAP,2425,1018.5,2011-12-05 17:09:00,2010-12-13 13:32:00,97,3
22048,BIRTHDAY BANQUET GIFT WRAP,775,325.5,2011-12-05 15:51:00,2010-12-08 10:38:00,31,3
22049,WRAP CHRISTMAS SCREEN PRINT,600,154.25,2011-10-19 16:05:00,2010-12-01 13:23:00,24,50
22050,PINK PAISLEY ROSE GIFT WRAP,925,388.5,2011-12-05 15:51:00,2010-12-06 15:00:00,37,3
22051,BLUE SCANDINAVIAN PAISLEY WRAP,975,409.5,2011-11-24 17:06:00,2010-12-08 10:45:00,39,14
22052,VINTAGE CARAVAN GIFT WRAP,571,239.82,2011-07-11 14:10:00,2010-12-06 08:34:00,23,150
22053,EMPIRE DESIGN ROSETTE,170,212.5,2011-11-08 12:58:00,2010-12-10 10:21:00,23,30
22055,MINI CAKE STAND  HANGING STRAWBERY,862,1172.82,2011-12-08 15:44:00,2010-12-12 12:34:00,135,0
22057,CERAMIC PLATE STRAWBERRY DESIGN,450,507.06,2011-12-08 15:54:00,2010-12-08 10:40:00,53,0
22059,CERAMIC STRAWBERRY DESIGN MUG,1259,1484.31,2011-12-09 11:20:00,2010-12-06 12:52:00,134,0
22060,LARGE CAKE STAND HANGING HEARTS,195,770.25,2011-05-23 14:11:00,2011-03-14 15:48:00,26,199
22061,LARGE CAKE STAND  HANGING STRAWBERY,92,271.40000000000003,2011-12-09 12:49:00,2011-12-04 12:14:00,13,0
22062,CERAMIC BOWL WITH LOVE HEART DESIGN,364,442.04,2011-10-14 11:08:00,2010-12-16 10:28:00,49,56
22063,CERAMIC BOWL WITH STRAWBERRY DESIGN,351,758.9700000000001,2011-12-08 10:39:00,2010-12-08 13:11:00,77,1
22064,PINK DOUGHNUT TRINKET POT ,1122,1843.7399999999998,2011-12-08 15:31:00,2010-12-01 10:52:00,155,0
22065,CHRISTMAS PUDDING TRINKET POT ,780,602.06,2011-12-07 12:19:00,2010-12-01 15:37:00,100,2
22066,LOVE HEART TRINKET POT,560,377.06,2011-12-06 16:21:00,2010-12-20 14:59:00,98,2
22067,CHOC TRUFFLE GOLD TRINKET POT ,313,496.28999999999996,2011-12-08 19:24:00,2010-12-03 09:31:00,46,0
22068,BLACK PIRATE TREASURE CHEST,294,395.64,2011-12-09 11:34:00,2010-12-01 11:21:00,78,0
22069,BROWN  PIRATE TREASURE CHEST ,170,218.76,2011-12-09 11:20:00,2010-12-05 15:06:00,36,0
22070,SMALL RED RETROSPOT MUG IN BOX ,357,1338.52,2011-12-08 14:38:00,2010-12-02 11:41:00,77,0
22071,SMALL WHITE RETROSPOT MUG IN BOX ,213,802.46,2011-12-08 14:38:00,2010-12-02 11:41:00,66,0
22072,RED RETROSPOT TEA CUP AND SAUCER ,771,2474.19,2011-12-09 09:07:00,2010-12-03 12:29:00,138,0
22073,RED RETROSPOT STORAGE JAR,206,755.22,2011-05-04 13:17:00,2010-12-06 09:52:00,42,218
22074,6 RIBBONS SHIMMERING PINKS ,712,651.9799999999999,2011-12-09 12:09:00,2010-12-01 11:45:00,71,0
22075,6 RIBBONS ELEGANT CHRISTMAS ,866,1183.1599999999999,2011-12-09 12:20:00,2010-12-01 11:45:00,114,0
22076,6 RIBBONS EMPIRE  ,986,1283.9999999999998,2011-12-09 10:20:00,2010-12-03 11:35:00,112,0
22077,6 RIBBONS RUSTIC CHARM,6434,11369.839999999998,2011-12-09 12:09:00,2010-12-01 11:49:00,698,0
22078,RIBBON REEL LACE DESIGN ,808,1696.8,2011-12-09 08:59:00,2010-12-03 10:33:00,139,0
22079,RIBBON REEL HEARTS DESIGN ,1451,2420.39,2011-12-07 14:12:00,2010-12-05 11:02:00,222,1
22080,RIBBON REEL POLKADOTS ,797,1315.05,2011-12-09 12:16:00,2010-12-03 13:59:00,122,0
22081,RIBBON REEL FLORA + FAUNA ,585,978.37,2011-12-09 12:16:00,2010-12-01 16:57:00,89,0
22082,RIBBON REEL STRIPES DESIGN ,2165,3608.33,2011-12-07 14:12:00,2010-12-01 12:23:00,329,1
22083,PAPER CHAIN KIT RETROSPOT,2519,7456.610000000001,2011-12-09 12:19:00,2010-12-01 09:41:00,404,0
22084,PAPER CHAIN KIT EMPIRE,2291,6758.450000000001,2011-12-08 15:01:00,2010-12-02 14:47:00,331,0
22085,PAPER CHAIN KIT SKULLS ,307,905.6500000000001,2011-12-07 13:53:00,2010-12-06 14:05:00,69,1
22086,PAPER CHAIN KIT 50'S CHRISTMAS ,5793,17455.710000000003,2011-12-09 12:19:00,2010-12-01 09:41:00,843,0
22087,PAPER BUNTING WHITE LACE,1562,4607.900000000001,2011-12-09 10:51:00,2010-12-01 12:31:00,211,0
22088,PAPER BUNTING COLOURED LACE,898,2643.1000000000004,2011-07-06 10:41:00,2010-12-01 13:54:00,151,156
22089,PAPER BUNTING VINTAGE PAISLEY,909,2681.55,2011-12-05 09:03:00,2010-12-02 16:59:00,173,4
22090,PAPER BUNTING RETROSPOT,3057,9020.990000000002,2011-12-08 10:24:00,2010-12-02 11:41:00,493,1
22091,EMPIRE TISSUE BOX,353,252.59,2011-12-08 13:50:00,2010-12-05 13:42:00,97,0
22092,BLUE PAISLEY TISSUE BOX,198,127.96,2011-12-08 12:07:00,2010-12-01 12:43:00,75,1
22093,MOTORING TISSUE BOX,383,218.01,2011-12-06 16:21:00,2010-12-05 13:42:00,123,2
22094,RED RETROSPOT TISSUE BOX,353,253.96,2011-12-08 14:39:00,2010-12-01 13:24:00,110,0
22095,LADS ONLY TISSUE BOX,299,213.79,2011-12-09 11:34:00,2010-12-01 13:24:00,85,0
22096,PINK PAISLEY SQUARE TISSUE BOX ,205,112.47,2011-12-08 14:39:00,2010-12-01 12:43:00,93,0
22097,SWALLOW SQUARE TISSUE BOX,317,194.15,2011-12-08 13:50:00,2010-12-01 13:21:00,114,0
22098,BOUDOIR SQUARE TISSUE BOX,443,320.4,2011-12-08 14:39:00,2010-12-01 11:21:00,119,0
22099,CARAVAN SQUARE TISSUE BOX,319,227.29,2011-12-08 13:50:00,2010-12-01 12:43:00,101,0
22100,SKULLS SQUARE TISSUE BOX,43,37.41,2011-12-05 11:49:00,2010-12-01 11:21:00,25,4
22101,MIRROR MOSAIC VOTIVE HOLDER,117,245.70000000000002,2011-12-06 17:23:00,2010-12-07 13:45:00,20,2
22102,MIRROR MOSAIC T-LIGHT HOLDER ,93,153.45,2011-11-28 14:44:00,2010-12-10 15:56:00,16,10
22103,MIRROR MOSAIC T-LIGHT HOLDER ROUND,73,120.44999999999999,2011-10-19 09:59:00,2011-01-12 13:30:00,11,51
22104,MIRROR MOSAIC CANDLE PLATE,55,79.75,2011-11-29 17:52:00,2011-04-04 13:57:00,11,9
22105,MIRROR MOSAIC GOBLET CANDLE HOLDER,26,110.5,2011-09-27 11:01:00,2010-12-10 15:56:00,8,73
22106,MIRROR MOSAIC HURRICANE LAMP ,46,284.90000000000003,2011-12-01 13:47:00,2011-04-06 12:49:00,10,7
22107,PIZZA PLATE IN BOX,291,962.48,2011-12-07 14:12:00,2010-12-01 12:43:00,69,1
22108,PING! MICROWAVE PLATE,101,246.53,2011-12-08 20:01:00,2010-12-15 14:45:00,28,0
22109,FULL ENGLISH BREAKFAST PLATE,901,3309.39,2011-12-08 17:37:00,2010-12-01 11:45:00,150,0
22110,BIRD HOUSE HOT WATER BOTTLE,581,1486.4599999999998,2011-12-08 14:38:00,2010-12-01 11:21:00,153,0
22111,SCOTTIE DOG HOT WATER BOTTLE,3008,14333.1,2011-12-09 11:26:00,2010-12-01 10:52:00,643,0
22112,CHOCOLATE HOT WATER BOTTLE,3939,18422.850000000002,2011-12-09 11:26:00,2010-12-01 10:52:00,679,0
22113,GREY HEART HOT WATER BOTTLE,2235,8941.1,2011-12-09 12:31:00,2010-12-01 12:03:00,493,0
22114,HOT WATER BOTTLE TEA AND SYMPATHY,2779,11255.35,2011-12-09 08:48:00,2010-12-01 10:47:00,496,0
22115,METAL SIGN EMPIRE TEA,1195,1469.8100000000002,2011-12-08 15:31:00,2010-12-01 12:03:00,178,0
22116,METAL SIGN HIS DINNER IS SERVED,457,455.47,2011-12-08 15:31:00,2010-12-03 13:43:00,89,0
22117,METAL SIGN HER DINNER IS SERVED ,246,574.5,2011-12-06 17:23:00,2010-12-01 11:21:00,68,2
22118,JOY WOODEN BLOCK LETTERS,216,731.0,2011-12-09 08:39:00,2010-12-01 13:38:00,77,0
22119,PEACE WOODEN BLOCK LETTERS,340,1671.4,2011-12-09 08:39:00,2010-12-01 13:38:00,101,0
22121,NOEL WOODEN BLOCK LETTERS ,281,1628.45,2011-12-08 19:28:00,2010-12-01 13:38:00,110,0
22123,PING MICROWAVE APRON,442,793.5999999999999,2011-12-09 09:07:00,2010-12-05 12:29:00,72,0
22124,SET OF 2 TEA TOWELS PING MICROWAVE,78,127.42,2011-12-08 13:50:00,2011-06-28 12:16:00,23,0
22125,UNION JACK HOT WATER BOTTLE ,4,23.8,2011-11-23 13:53:00,2011-11-23 13:53:00,1,15
22127,PARTY CONES CARNIVAL ASSORTED,246,307.5,2011-03-23 12:24:00,2010-12-01 10:29:00,18,261
22128,PARTY CONES CANDY ASSORTED,811,1009.19,2011-11-18 12:07:00,2010-12-01 10:29:00,62,21
22129,PARTY CONES CANDY DECORATION,56,60.48,2011-12-05 17:17:00,2011-10-03 09:57:00,7,3
22129,PARTY CONES CANDY TREE DECORATION,294,246.77999999999997,2011-08-10 12:35:00,2010-12-05 13:42:00,22,121
22130,PARTY CONE CHRISTMAS DECORATION ,911,774.3499999999999,2011-12-08 19:57:00,2010-12-01 11:57:00,75,0
22131,FOOD CONTAINER SET 3 LOVE HEART ,732,1457.9199999999998,2011-12-06 17:23:00,2010-12-02 11:41:00,170,2
22132,RED LOVE HEART SHAPE CUP,587,502.07,2011-12-08 13:50:00,2010-12-03 12:24:00,78,0
22133,PINK LOVE HEART SHAPE CUP,438,373.85999999999996,2011-12-06 14:23:00,2010-12-03 12:24:00,56,2
22134,LADLE LOVE HEART RED ,6,2.52,2010-12-05 15:47:00,2010-12-05 15:47:00,1,368
22134,MINI LADLE LOVE HEART RED ,294,128.4,2011-12-05 17:17:00,2011-01-05 10:51:00,52,3
22135,LADLE LOVE HEART PINK,19,7.98,2010-12-05 15:47:00,2010-12-01 16:57:00,3,368
22135,MINI LADLE LOVE HEART PINK,242,106.56,2011-12-06 14:23:00,2011-01-13 10:39:00,45,2
22136,LOVE HEART SOCK HANGER,237,391.04999999999995,2011-10-31 13:05:00,2010-12-01 16:57:00,49,38
22137,BATHROOM SET LOVE HEART DESIGN,68,191.0,2011-08-11 11:45:00,2010-12-03 14:18:00,11,120
22138,BAKING SET 9 PIECE RETROSPOT ,3372,16263.000000000002,2011-12-09 12:50:00,2010-12-21 14:26:00,825,0
22139,RETROSPOT TEA SET CERAMIC 11 PC ,3750,17941.600000000002,2011-12-09 11:59:00,2010-12-01 09:41:00,804,0
22141,CHRISTMAS CRAFT TREE TOP ANGEL,1795,3807.28,2011-12-09 11:59:00,2010-12-01 11:49:00,336,0
22142,CHRISTMAS CRAFT WHITE FAIRY ,2262,3311.3399999999997,2011-12-08 19:29:00,2010-12-01 12:15:00,307,0
22144,CHRISTMAS CRAFT LITTLE FRIENDS,2347,5043.0,2011-12-09 12:20:00,2010-12-01 11:49:00,400,0
22146,EASTER CRAFT IVY WREATH WITH CHICK,1,1.95,2011-01-25 13:15:00,2011-01-25 13:15:00,1,317
22147,FELTCRAFT BUTTERFLY HEARTS,3162,4593.7,2011-11-10 12:37:00,2010-12-01 11:57:00,415,29
22148,EASTER CRAFT 4 CHICKS ,1213,2365.35,2011-12-04 11:50:00,2011-01-04 15:40:00,152,5
22149,FELTCRAFT 6 FLOWER FRIENDS,2482,5238.59,2011-11-10 16:27:00,2010-12-01 11:57:00,433,28
22150,3 STRIPEY MICE FELTCRAFT,2078,4070.2999999999997,2011-12-08 13:50:00,2010-12-01 10:29:00,385,0
22151,PLACE SETTING WHITE HEART,4035,1705.59,2011-12-09 10:10:00,2010-12-01 12:43:00,228,0
22152,PLACE SETTING WHITE STAR,1414,599.93,2011-12-05 12:16:00,2010-12-01 12:15:00,86,4
22153,ANGEL DECORATION STARS ON DRESS,335,140.7,2011-12-09 10:51:00,2010-12-01 11:45:00,51,0
22154,ANGEL DECORATION 3 BUTTONS ,456,191.52,2011-12-06 14:23:00,2010-12-03 11:35:00,60,2
22155,STAR DECORATION RUSTIC,410,172.2,2011-12-09 10:51:00,2010-12-03 10:43:00,55,0
22156,HEART DECORATION WITH PEARLS ,1060,895.41,2011-12-04 12:32:00,2010-12-05 10:54:00,132,5
22157,ANGEL DECORATION WITH LACE PADDED,116,98.6,2011-08-31 14:28:00,2010-12-05 16:24:00,9,99
22158,3 HEARTS HANGING DECORATION RUSTIC,1755,5182.21,2011-12-07 14:34:00,2010-12-03 10:43:00,248,1
22161,HEART DECORATION RUSTIC HANGING ,2173,451.29,2011-12-06 12:56:00,2010-12-03 09:31:00,127,2
22162,HEART GARLAND RUSTIC PADDED,106,312.7,2011-11-22 16:06:00,2010-12-02 19:18:00,27,16
22163,HEART STRING MEMO HOLDER HANGING,578,543.02,2011-12-08 12:57:00,2010-12-08 14:43:00,48,0
22164,STRING OF STARS CARD HOLDER,71,209.45000000000005,2011-11-28 12:14:00,2010-12-01 13:20:00,12,11
22165,"DIAMANTE HEART SHAPED WALL MIRROR, ",68,268.6,2011-12-09 10:46:00,2011-05-04 11:00:00,9,0
22167, OVAL WALL MIRROR DIAMANTE ,24,94.80000000000001,2011-05-04 11:00:00,2011-05-04 11:00:00,1,219
22169,FAMILY ALBUM WHITE PICTURE FRAME,16,90.24,2011-09-22 12:22:00,2011-09-22 12:22:00,1,78
22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,888,5728.4400000000005,2011-12-09 08:59:00,2010-12-02 11:21:00,221,0
22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,49,313.8,2011-07-20 11:33:00,2011-03-18 10:03:00,2,142
22173,METAL 4 HOOK HANGER FRENCH CHATEAU,1509,4584.1900000000005,2011-12-07 16:56:00,2010-12-01 12:58:00,320,1
22174,PHOTO CUBE,1035,1825.4299999999998,2011-12-07 10:11:00,2010-12-01 14:34:00,151,2
22175,PINK OWL SOFT TOY,599,1767.0500000000002,2011-12-09 11:59:00,2010-12-05 12:43:00,136,0
22176,BLUE OWL SOFT TOY,440,1298.0000000000002,2011-10-31 11:10:00,2010-12-01 09:41:00,97,39
22178,VICTORIAN GLASS HANGING T-LIGHT,7601,10893.18,2011-12-09 12:31:00,2010-12-01 11:41:00,658,0
22179,SET 10 LIGHTS NIGHT OWL,287,1879.65,2011-05-13 10:02:00,2010-12-01 11:49:00,75,210
22179,SET 10 NIGHT OWL LIGHTS,387,2497.05,2011-12-09 09:45:00,2011-05-18 14:57:00,100,0
22181,SNOWSTORM PHOTO FRAME FRIDGE MAGNET,421,357.84999999999997,2011-11-29 14:20:00,2010-12-02 15:46:00,44,9
22182,CAKE STAND VICTORIAN FILIGREE SMALL,204,713.8000000000001,2011-12-09 09:46:00,2011-01-06 16:41:00,36,0
22183,CAKE STAND VICTORIAN FILIGREE MED,74,466.95000000000005,2011-11-13 12:19:00,2010-12-01 11:45:00,17,26
22185,SLATE TILE NATURAL HANGING,886,1338.4399999999998,2011-12-09 11:26:00,2010-12-01 13:21:00,114,0
22186,RED STAR CARD HOLDER,717,1531.19,2011-12-06 15:12:00,2010-12-01 11:57:00,116,2
22187,GREEN CHRISTMAS TREE CARD HOLDER,965,2086.45,2011-12-07 14:34:00,2010-12-01 13:20:00,137,1
22188,BLACK HEART CARD HOLDER,523,1998.45,2011-12-08 18:25:00,2010-12-01 10:47:00,147,0
22189,CREAM HEART CARD HOLDER,1815,7094.290000000001,2011-12-08 18:25:00,2010-12-01 09:53:00,420,0
22190,LOCAL CAFE MUG,302,401.85,2011-12-09 10:20:00,2010-12-02 13:49:00,47,0
22195,LARGE HEART MEASURING SPOONS,1424,2420.12,2011-12-08 13:50:00,2010-12-01 10:03:00,215,0
22196,SMALL HEART MEASURING SPOONS,1880,1626.08,2011-12-08 13:50:00,2010-12-01 10:03:00,240,0
22197,POPCORN HOLDER,5466,4723.32,2011-12-09 12:19:00,2011-06-12 12:01:00,475,0
22197,SMALL POPCORN HOLDER,3480,2954.8799999999997,2011-06-20 13:08:00,2010-12-01 11:45:00,314,171
22198,LARGE POPCORN HOLDER ,409,674.8499999999999,2011-02-21 11:35:00,2010-12-01 11:45:00,44,291
22199,FRYING PAN RED POLKADOT ,1,4.25,2011-01-14 14:11:00,2011-01-14 14:11:00,1,328
22199,FRYING PAN RED RETROSPOT,382,1323.0,2011-12-09 11:20:00,2010-12-05 14:02:00,97,0
22200,FRYING PAN PINK POLKADOT,277,1021.25,2011-12-09 11:20:00,2010-12-03 17:20:00,74,0
22201,FRYING PAN BLUE POLKADOT,108,366.0,2011-12-08 14:38:00,2010-12-10 13:27:00,40,0
22202,MILK PAN PINK POLKADOT,39,146.25,2011-05-05 19:16:00,2010-12-02 12:16:00,17,217
22203,MILK PAN RED RETROSPOT,310,996.13,2011-12-08 14:38:00,2010-12-06 12:34:00,91,0
22204,MILK PAN BLUE POLKADOT,96,302.5,2011-12-08 14:38:00,2010-12-14 13:31:00,30,0
22207,FRYING PAN UNION FLAG,582,2320.5,2011-12-08 14:38:00,2010-12-08 10:36:00,95,0
22208,WOOD STAMP SET THANK YOU,1139,1079.84,2011-12-08 19:57:00,2010-12-02 11:41:00,196,0
22209,WOOD STAMP SET HAPPY BIRTHDAY,760,748.8699999999999,2011-12-08 19:28:00,2010-12-02 11:41:00,120,0
22210,WOOD STAMP SET BEST WISHES,676,625.03,2011-12-08 13:50:00,2010-12-02 11:41:00,138,0
22211,WOOD STAMP SET FLOWERS,686,657.93,2011-12-08 13:50:00,2010-12-07 14:41:00,124,0
22212,FOUR HOOK  WHITE LOVEBIRDS,1242,2598.51,2011-12-08 14:39:00,2010-12-01 14:41:00,251,0
22214,CANDLE PLATE LACE WHITE,114,246.7,2011-12-06 14:23:00,2010-12-13 13:52:00,21,2
22215,CAKE STAND WHITE TWO TIER LACE,90,265.50000000000006,2011-12-09 10:20:00,2011-12-04 11:45:00,17,0
22216,T-LIGHT HOLDER WHITE LACE,279,168.39,2011-12-09 08:39:00,2011-02-22 16:13:00,19,0
22217,T-LIGHT HOLDER HANGING LACE,450,408.56,2011-12-09 08:39:00,2010-12-01 12:50:00,58,0
22218,CAKE STAND LACE WHITE,1,4.25,2010-12-15 16:50:00,2010-12-15 16:50:00,1,358
22219,LOVEBIRD HANGING DECORATION WHITE ,2478,2105.52,2011-12-07 17:05:00,2010-12-01 11:41:00,300,1
22220,CAKE STAND LOVEBIRD 2 TIER WHITE,85,250.75000000000003,2011-12-09 10:20:00,2011-12-04 12:14:00,16,0
22221,CAKE STAND LOVEBIRD 2 TIER PINK,36,106.20000000000002,2011-12-08 12:50:00,2011-12-04 12:14:00,5,1
22222,CAKE PLATE LOVEBIRD WHITE,752,2293.2,2011-12-06 14:23:00,2010-12-01 13:20:00,148,2
22223,CAKE PLATE LOVEBIRD PINK,315,902.85,2011-12-04 15:47:00,2010-12-15 10:41:00,42,4
22224,WHITE LOVEBIRD LANTERN,655,1889.0500000000002,2011-12-07 14:12:00,2010-12-01 09:53:00,114,1
22227,HANGING HEART MIRROR DECORATION ,1729,1125.65,2011-12-09 12:00:00,2010-12-01 12:50:00,165,0
22228,BUNNY WOODEN PAINTED WITH BIRD ,767,547.99,2011-12-08 12:57:00,2010-12-10 11:24:00,91,0
22229,BUNNY WOODEN PAINTED WITH FLOWER ,495,334.27,2011-12-05 12:30:00,2010-12-10 11:24:00,62,4
22230,JIGSAW TREE WITH WATERING CAN,261,163.60999999999999,2011-12-04 15:19:00,2010-12-12 11:44:00,53,4
22231,JIGSAW TREE WITH BIRDHOUSE,759,726.4499999999999,2011-12-08 12:57:00,2010-12-05 13:26:00,104,0
22232,JIGSAW TOADSTOOLS 3 PIECE,399,306.42999999999995,2011-12-07 14:12:00,2011-01-19 14:52:00,54,1
22233,JIGSAW RABBIT AND BIRDHOUSE,492,486.37999999999994,2011-12-07 14:12:00,2010-12-06 11:38:00,76,1
22241,GARLAND WOODEN HAPPY EASTER,1366,1707.5,2011-11-23 10:39:00,2010-12-01 12:43:00,160,16
22242,5 HOOK HANGER MAGIC TOADSTOOL,211,348.15,2011-02-16 10:32:00,2010-12-01 09:59:00,23,296
22243,5 HOOK HANGER RED MAGIC TOADSTOOL,702,1155.8999999999999,2011-11-30 11:31:00,2010-12-01 11:49:00,96,9
22244,3 HOOK HANGER MAGIC GARDEN,575,1114.05,2011-09-28 15:50:00,2010-12-01 13:04:00,82,71
22245,"HOOK, 1 HANGER ,MAGIC GARDEN",470,396.38,2011-09-01 13:40:00,2010-12-02 10:39:00,47,98
22246,"GARLAND, MAGIC GARDEN 1.8M",12,23.4,2010-12-03 14:04:00,2010-12-03 14:04:00,1,370
22246,MAGIC GARDEN FELT GARLAND ,266,531.78,2011-11-24 09:50:00,2011-01-27 13:38:00,35,15
22247,BUNNY DECORATION MAGIC GARDEN,451,383.34999999999997,2011-11-25 14:53:00,2011-01-14 10:10:00,55,13
22248,DECORATION  PINK CHICK MAGIC GARDEN,350,297.5,2011-11-16 15:14:00,2011-01-07 14:31:00,43,22
